# hega-rs ver.0.2.9 statistics: 
#UrQmdF19 in Lab: false
FinEnergy;	ECharge;	BCharge;	LCharge;	FinCnt;	FinChargedCnt;	PseudorapidityFilterCnt(-0.5, 0.5);	PseudorapidityFilterCnt(-1.0, 1.0);	PseudorapidityFilterCnt(-1.5, 1.5);	PseudorapidityFilterCnt(3.5, 5.8);	PseudorapidityFilterCnt(-5.8, -3.5);	PseudorapidityFilterCnt(4.4, 5.8);	PseudorapidityFilterCnt(-5.8, -4.4)
6948.723276264542;	172;	408;	0;	1350;	770;	37;	94;	161;	138;	0;	43;	0
6975.188357133056;	171;	408;	0;	1530;	903;	29;	83;	160;	168;	0;	26;	0
6901.946707346663;	172;	407;	0;	1545;	909;	37;	87;	177;	145;	0;	41;	0
6896.939669517672;	172;	405;	0;	1354;	797;	36;	85;	179;	161;	0;	48;	0
6963.570999289138;	172;	407;	0;	1468;	861;	38;	86;	164;	156;	0;	45;	0
6920.521691792344;	172;	407;	0;	1304;	711;	30;	91;	167;	128;	0;	51;	0
6901.252394705196;	172;	407;	0;	1276;	741;	42;	94;	166;	142;	0;	46;	0
6896.545692847193;	172;	407;	0;	1278;	757;	51;	114;	185;	156;	1;	60;	0
6945.31304917335;	170;	407;	0;	1505;	880;	41;	94;	179;	159;	0;	45;	0
6952.56222015123;	172;	408;	0;	1614;	990;	26;	78;	180;	172;	0;	33;	0
6948.409141589456;	169;	405;	0;	1403;	837;	43;	97;	181;	149;	1;	50;	0
6972.369468269472;	170;	407;	0;	1329;	792;	49;	97;	168;	150;	0;	55;	0
6937.543246544938;	172;	408;	0;	1462;	852;	40;	100;	176;	155;	0;	38;	0
6901.321282026022;	172;	408;	0;	1370;	784;	33;	85;	163;	159;	0;	42;	0
6898.269826095296;	172;	408;	0;	1544;	896;	35;	96;	184;	175;	0;	44;	0
6907.709655968341;	172;	405;	0;	1334;	787;	38;	105;	173;	141;	0;	42;	0
6938.234068218805;	172;	408;	0;	1659;	990;	47;	91;	181;	175;	0;	56;	0
6898.819863497384;	171;	406;	0;	1222;	713;	36;	92;	162;	140;	0;	49;	0
6935.789714500355;	172;	408;	0;	1554;	918;	29;	101;	187;	150;	0;	44;	0
6966.196375457553;	170;	406;	0;	1104;	613;	33;	73;	131;	143;	0;	49;	0
6943.021256686887;	172;	408;	0;	1292;	770;	41;	97;	177;	153;	0;	46;	0
6915.166801970306;	172;	408;	0;	1511;	896;	37;	94;	187;	151;	0;	38;	0
6946.330882916608;	170;	407;	0;	1357;	804;	41;	95;	172;	159;	0;	49;	0
6924.384405753576;	170;	407;	0;	1617;	956;	34;	88;	185;	153;	0;	34;	0
6964.936420172155;	172;	407;	0;	1452;	831;	36;	92;	181;	133;	0;	39;	0
6898.616092059144;	172;	408;	0;	1285;	746;	30;	72;	155;	134;	0;	36;	0
7037.6825102253515;	172;	407;	0;	1469;	827;	32;	88;	175;	140;	0;	48;	0
6964.120534786274;	172;	406;	0;	1268;	714;	36;	93;	153;	156;	0;	49;	0
6932.9134437983075;	172;	406;	0;	1476;	858;	47;	106;	190;	171;	0;	40;	0
6962.511769390209;	172;	407;	0;	1302;	749;	43;	106;	189;	131;	0;	39;	0
6936.952516333703;	171;	408;	0;	1600;	917;	44;	106;	185;	166;	0;	49;	0
6923.929866185929;	172;	407;	0;	1416;	843;	39;	95;	169;	155;	0;	50;	0
6898.205229079656;	172;	405;	0;	1249;	735;	48;	95;	176;	142;	0;	35;	0
6989.426673229103;	170;	407;	0;	1367;	804;	34;	94;	184;	148;	0;	55;	0
6930.39577218445;	172;	407;	0;	1432;	845;	38;	99;	196;	147;	0;	45;	0
6953.505238409778;	172;	407;	0;	1360;	773;	37;	84;	152;	130;	0;	33;	0
6878.861088500803;	172;	407;	0;	1246;	697;	34;	82;	165;	109;	0;	34;	0
6889.466586075089;	170;	403;	0;	1235;	700;	35;	83;	166;	119;	0;	31;	0
6868.251321831511;	172;	407;	0;	1278;	757;	37;	92;	169;	134;	0;	45;	0
6949.779324527083;	171;	405;	0;	1178;	670;	43;	85;	139;	124;	0;	42;	0
6971.199628763404;	172;	408;	0;	1512;	896;	33;	87;	167;	193;	0;	57;	0
6961.200315507214;	170;	406;	0;	1671;	951;	36;	99;	209;	135;	0;	27;	0
6904.359899489322;	171;	408;	0;	1345;	809;	43;	100;	173;	164;	0;	53;	0
6917.122168785441;	171;	407;	0;	1357;	766;	35;	81;	170;	130;	0;	38;	0
6927.836499126633;	172;	406;	0;	1160;	640;	33;	76;	130;	107;	0;	39;	0
6889.399618072159;	172;	408;	0;	1669;	978;	33;	90;	179;	176;	0;	51;	0
6872.886089929593;	172;	407;	0;	1475;	865;	41;	95;	193;	134;	0;	44;	0
6894.091540058424;	172;	406;	0;	1157;	660;	55;	108;	167;	134;	0;	46;	0
6954.774845958408;	169;	406;	0;	1216;	674;	34;	76;	140;	133;	0;	45;	0
6900.051983712203;	171;	408;	0;	1589;	945;	37;	90;	183;	142;	0;	39;	0
6939.279966952615;	172;	408;	0;	1435;	852;	45;	91;	175;	153;	0;	40;	0
6924.6421221245555;	172;	407;	0;	1340;	781;	32;	81;	167;	144;	0;	41;	0
6926.763530975898;	172;	408;	0;	1167;	672;	42;	86;	139;	125;	0;	33;	0
6961.204195648153;	172;	407;	0;	1398;	823;	41;	110;	197;	139;	0;	52;	0
6970.598377584638;	172;	408;	0;	1243;	702;	50;	97;	178;	133;	0;	48;	0
6914.817941982352;	171;	408;	0;	1420;	831;	39;	96;	192;	150;	0;	45;	0
6910.86597186921;	172;	408;	0;	1579;	906;	41;	100;	194;	155;	0;	41;	0
6944.152898379795;	171;	408;	0;	1572;	903;	39;	94;	188;	160;	0;	44;	0
6892.450223847626;	172;	408;	0;	1392;	814;	40;	95;	159;	155;	0;	46;	0
6951.717422102745;	171;	407;	0;	1395;	840;	39;	94;	164;	168;	0;	54;	0
6920.917984277284;	172;	408;	0;	1235;	716;	36;	94;	175;	130;	0;	40;	0
6967.932419181122;	172;	408;	0;	1310;	778;	44;	90;	169;	152;	0;	47;	0
6972.806425964031;	171;	408;	0;	1608;	917;	37;	99;	196;	167;	0;	41;	0
6936.825314843689;	172;	408;	0;	1471;	846;	39;	85;	165;	123;	0;	40;	0
6959.911349804197;	171;	408;	0;	1641;	973;	37;	97;	184;	165;	0;	45;	0
6943.426206649226;	170;	406;	0;	1470;	834;	38;	92;	162;	150;	0;	40;	0
6949.196954232179;	170;	407;	0;	1440;	862;	34;	81;	160;	179;	0;	51;	0
6910.954654213095;	171;	407;	0;	1533;	906;	58;	111;	192;	150;	0;	40;	0
6926.018298982049;	172;	408;	0;	1539;	872;	50;	107;	191;	158;	0;	41;	0
7012.165727258827;	170;	407;	0;	1509;	854;	33;	90;	191;	171;	0;	52;	0
6931.745395329185;	172;	408;	0;	1374;	792;	35;	101;	179;	149;	0;	45;	0
6907.511979214152;	170;	405;	0;	1369;	812;	42;	92;	183;	156;	0;	50;	0
6908.969085219574;	172;	407;	0;	1514;	905;	40;	98;	183;	160;	0;	43;	0
6897.225959196718;	172;	407;	0;	1502;	897;	44;	92;	174;	149;	0;	37;	0
6929.194453406932;	169;	407;	0;	1528;	877;	42;	98;	191;	161;	0;	51;	0
6877.107436137662;	172;	407;	0;	1321;	761;	36;	83;	145;	165;	0;	53;	0
6906.930343193094;	172;	407;	0;	1372;	813;	33;	90;	170;	179;	0;	41;	0
6910.435749498819;	172;	406;	0;	1372;	802;	38;	97;	161;	160;	0;	46;	0
6924.791186028303;	172;	408;	0;	1507;	878;	35;	87;	176;	140;	0;	37;	0
6971.428403462586;	172;	408;	0;	1508;	898;	34;	92;	175;	152;	0;	42;	0
7031.8324165689155;	170;	406;	0;	1362;	793;	42;	90;	159;	163;	0;	58;	0
6936.2315405267655;	172;	406;	0;	1368;	798;	44;	86;	154;	149;	0;	50;	0
6957.527821266751;	172;	408;	0;	1481;	880;	39;	83;	174;	144;	0;	31;	0
6931.133741686681;	172;	407;	0;	1512;	917;	31;	93;	196;	150;	0;	37;	0
6957.646788299649;	172;	408;	0;	1157;	670;	45;	92;	163;	130;	0;	43;	0
6936.379732289579;	172;	408;	0;	1383;	820;	45;	103;	186;	157;	0;	41;	0
6942.95015062657;	172;	406;	0;	1376;	800;	39;	90;	180;	151;	0;	51;	0
6953.255030335949;	172;	408;	0;	1615;	938;	32;	83;	171;	151;	0;	50;	0
6951.1124169428285;	172;	407;	0;	1562;	907;	44;	97;	175;	165;	0;	40;	0
6972.759248239523;	172;	408;	0;	1530;	876;	28;	77;	164;	162;	0;	37;	0
6971.422622710124;	172;	408;	0;	1459;	820;	30;	87;	170;	138;	0;	39;	0
6893.905813989163;	170;	407;	0;	1321;	764;	34;	80;	155;	150;	0;	43;	0
6873.623028785338;	172;	406;	0;	1283;	748;	34;	87;	161;	152;	0;	47;	0
6948.4511811825505;	172;	408;	0;	1499;	858;	40;	92;	183;	153;	0;	52;	0
6988.898363103979;	172;	406;	0;	1284;	726;	41;	101;	175;	118;	0;	32;	0
6936.5496060226305;	169;	406;	0;	1378;	818;	37;	92;	174;	169;	0;	53;	0
6925.671732908424;	172;	408;	0;	1447;	826;	30;	89;	171;	126;	0;	34;	0
6926.836606832695;	170;	406;	0;	1333;	783;	40;	101;	169;	145;	0;	54;	0
6899.096237862426;	172;	408;	0;	1447;	842;	38;	93;	188;	162;	0;	42;	0
6917.112990873631;	172;	408;	0;	1574;	944;	35;	100;	176;	171;	0;	44;	0
6981.12716853013;	172;	408;	0;	1546;	880;	42;	99;	192;	148;	0;	50;	0
6950.920257788692;	170;	406;	0;	1223;	677;	44;	85;	145;	139;	0;	45;	0
6924.59073560065;	169;	407;	0;	1516;	875;	38;	94;	185;	160;	0;	37;	0
6926.728968430956;	172;	408;	0;	1609;	944;	37;	104;	194;	180;	0;	48;	0
6975.394918266674;	172;	408;	0;	1598;	944;	37;	112;	203;	169;	0;	49;	0
6906.470191971582;	172;	406;	0;	1257;	722;	39;	89;	167;	164;	0;	57;	0
6998.24841791114;	169;	407;	0;	1246;	695;	49;	98;	173;	123;	0;	49;	0
6921.758438745455;	172;	404;	0;	1175;	688;	36;	86;	160;	125;	0;	41;	0
6916.514654616731;	169;	407;	0;	1586;	925;	36;	109;	195;	166;	0;	47;	0
6931.840831542504;	172;	408;	0;	1524;	922;	43;	100;	200;	158;	0;	51;	0
7001.973171655217;	172;	407;	0;	1442;	851;	37;	85;	152;	171;	0;	49;	0
6990.955867407147;	172;	406;	0;	1410;	830;	34;	78;	170;	153;	0;	42;	0
6893.757937204084;	172;	408;	0;	1580;	950;	42;	110;	209;	151;	0;	35;	0
6939.933174588173;	170;	403;	0;	1411;	788;	39;	82;	169;	152;	0;	43;	0
6907.441526240804;	172;	406;	0;	1466;	838;	36;	84;	174;	153;	0;	35;	0
6953.104887104491;	172;	408;	0;	1570;	938;	41;	100;	185;	166;	0;	46;	0
6884.746036440956;	172;	408;	0;	1567;	926;	34;	92;	202;	151;	0;	43;	0
6946.300707909031;	172;	408;	0;	1441;	854;	36;	98;	176;	172;	1;	48;	0
6995.915238607643;	172;	406;	0;	1215;	714;	46;	94;	158;	135;	0;	38;	0
7027.59348478547;	170;	407;	0;	1496;	864;	41;	98;	189;	153;	0;	55;	0
6922.912140809794;	172;	406;	0;	1235;	712;	44;	90;	168;	145;	0;	43;	0
7085.695994082906;	172;	407;	0;	1445;	851;	49;	88;	170;	141;	0;	43;	0
6861.169514641726;	172;	408;	0;	1539;	914;	39;	86;	182;	194;	0;	61;	0
6900.84507712259;	172;	408;	0;	1406;	834;	40;	85;	168;	155;	0;	50;	0
6960.025161196556;	172;	408;	0;	1480;	876;	48;	99;	182;	175;	1;	48;	0
6938.128067204545;	170;	406;	0;	1194;	691;	34;	83;	136;	131;	0;	47;	0
6941.921655178967;	172;	408;	0;	1460;	860;	36;	88;	179;	159;	0;	42;	0
6925.872805671455;	172;	407;	0;	1418;	831;	43;	99;	171;	148;	0;	37;	0
6871.88930364514;	170;	407;	0;	1216;	698;	48;	91;	170;	131;	0;	55;	0
6866.63604809693;	172;	408;	0;	1327;	784;	39;	87;	160;	150;	1;	51;	1
6895.818869023727;	172;	408;	0;	1647;	966;	37;	98;	211;	145;	0;	45;	0
6926.4600030068395;	170;	406;	0;	1504;	911;	43;	105;	206;	157;	0;	42;	0
6918.64624386859;	172;	408;	0;	1581;	936;	34;	105;	202;	175;	0;	41;	0
6938.627839074436;	172;	407;	0;	1433;	819;	38;	90;	174;	140;	0;	46;	0
6929.201467093999;	170;	406;	0;	1251;	681;	37;	84;	146;	141;	0;	51;	0
6927.069457201173;	168;	405;	0;	1482;	843;	37;	91;	172;	146;	0;	40;	0
6939.797148195547;	172;	406;	0;	1327;	768;	42;	89;	159;	170;	0;	46;	0
6901.264369992345;	172;	407;	0;	1174;	675;	43;	96;	163;	145;	0;	48;	0
6920.864217292864;	172;	408;	0;	1382;	812;	53;	110;	181;	146;	0;	37;	0
6904.158133078632;	172;	408;	0;	1537;	904;	39;	104;	192;	158;	0;	39;	0
6952.179420234323;	170;	405;	0;	1431;	836;	37;	104;	184;	149;	0;	43;	0
6925.143625085526;	172;	406;	0;	1421;	836;	41;	92;	190;	149;	0;	42;	0
6933.4632444958015;	172;	408;	0;	1334;	770;	37;	89;	167;	140;	1;	31;	1
7002.28638640557;	171;	405;	0;	1216;	698;	39;	97;	171;	126;	0;	33;	0
6888.613449484832;	172;	405;	0;	1188;	681;	43;	103;	162;	134;	0;	34;	0
6935.330705423523;	170;	407;	0;	1504;	860;	39;	96;	177;	166;	0;	46;	0
6906.444147055017;	172;	407;	0;	1269;	733;	36;	90;	171;	145;	0;	46;	0
6884.584791033839;	170;	407;	0;	1384;	792;	43;	98;	180;	157;	0;	43;	0
7025.685127486012;	170;	406;	0;	1609;	989;	34;	96;	208;	171;	0;	52;	0
6904.731013616908;	170;	407;	0;	1318;	786;	42;	100;	160;	165;	0;	44;	0
6866.100376669132;	172;	407;	0;	1392;	815;	40;	96;	188;	159;	0;	40;	0
6913.983376412838;	170;	405;	0;	1282;	750;	41;	113;	185;	134;	0;	36;	0
6974.834156354063;	172;	407;	0;	1595;	949;	28;	97;	199;	201;	0;	48;	0
6902.212330385389;	172;	407;	0;	1452;	837;	42;	91;	176;	146;	0;	28;	0
6924.246652801918;	170;	407;	0;	1538;	948;	40;	101;	189;	171;	0;	41;	0
6944.862923272134;	170;	407;	0;	1298;	770;	38;	93;	170;	159;	0;	49;	0
6953.778573984828;	168;	406;	0;	1230;	666;	33;	83;	138;	132;	1;	41;	0
6947.302761902412;	172;	408;	0;	1479;	866;	40;	94;	191;	159;	0;	50;	0
7045.392045655104;	172;	407;	0;	1532;	883;	37;	101;	177;	159;	0;	45;	0
6978.313446867007;	172;	407;	0;	1430;	835;	32;	79;	165;	158;	0;	50;	0
6961.441193828573;	172;	408;	0;	1626;	952;	35;	91;	176;	160;	0;	34;	0
6933.344209798866;	169;	407;	0;	1526;	923;	40;	106;	200;	168;	0;	46;	0
6934.533208486651;	170;	406;	0;	1209;	695;	37;	96;	161;	120;	0;	43;	0
6972.3597616693005;	172;	408;	0;	1470;	874;	36;	99;	185;	163;	0;	42;	0
6967.8082757113525;	172;	408;	0;	1444;	848;	38;	101;	204;	160;	0;	48;	0
6909.03820399945;	172;	406;	0;	1327;	720;	44;	95;	166;	121;	0;	41;	0
6955.24643215844;	172;	407;	0;	1544;	887;	34;	81;	163;	133;	0;	35;	0
6994.510956803187;	171;	407;	0;	1484;	858;	31;	85;	172;	145;	0;	49;	0
6927.9916929192495;	172;	408;	0;	1248;	698;	38;	89;	156;	128;	0;	44;	0
6927.055582309811;	170;	407;	0;	1327;	778;	41;	100;	168;	144;	0;	37;	0
6960.393410785121;	172;	407;	0;	1459;	843;	35;	89;	181;	149;	0;	38;	0
6906.933211107177;	172;	405;	0;	1141;	649;	30;	81;	132;	135;	0;	50;	0
6913.488320816003;	172;	407;	0;	1207;	661;	23;	74;	137;	128;	0;	48;	0
6933.045417287299;	172;	408;	0;	1593;	930;	38;	100;	179;	157;	0;	36;	0
6949.032523551256;	172;	408;	0;	1225;	722;	42;	102;	178;	155;	0;	45;	0
6953.7082021516;	172;	408;	0;	1548;	944;	32;	91;	186;	179;	0;	55;	0
6889.285810890976;	172;	408;	0;	1328;	756;	34;	83;	151;	140;	0;	36;	0
6900.972316677739;	172;	408;	0;	1532;	900;	50;	100;	210;	149;	0;	36;	0
6902.752117385072;	172;	408;	0;	1543;	942;	41;	126;	214;	153;	0;	44;	0
6995.7844779137295;	172;	408;	0;	1471;	838;	40;	100;	185;	141;	0;	35;	0
6875.055819169075;	172;	407;	0;	1521;	889;	41;	89;	191;	170;	0;	38;	0
6948.8753924986895;	170;	408;	0;	1501;	898;	44;	114;	199;	164;	0;	48;	0
6999.14208088006;	172;	408;	0;	1573;	876;	27;	79;	167;	158;	0;	36;	0
6874.492895676492;	172;	407;	0;	1453;	817;	34;	94;	160;	160;	0;	55;	0
6916.779547484594;	172;	407;	0;	1308;	765;	35;	86;	151;	160;	0;	46;	0
6906.238430610191;	172;	406;	0;	1165;	674;	38;	81;	150;	133;	0;	47;	0
6882.911908083342;	168;	406;	0;	1298;	720;	41;	80;	143;	127;	0;	39;	0
6861.237479038281;	172;	406;	0;	1399;	800;	42;	91;	174;	144;	0;	50;	0
6982.405783161337;	172;	407;	0;	1350;	777;	37;	87;	170;	131;	0;	43;	0
6917.730031170136;	172;	408;	0;	1566;	928;	42;	108;	196;	140;	0;	36;	0
6925.998417335686;	170;	405;	0;	1343;	746;	46;	96;	176;	129;	0;	41;	0
6889.692718095112;	172;	407;	0;	1305;	743;	39;	97;	167;	151;	0;	54;	0
6984.820582176603;	172;	408;	0;	1373;	794;	37;	77;	157;	173;	0;	54;	0
6881.784626565274;	172;	407;	0;	1528;	911;	32;	86;	171;	172;	0;	44;	0
6915.648999198605;	172;	407;	0;	1178;	679;	40;	84;	154;	123;	0;	39;	0
6965.647466470102;	168;	404;	0;	1376;	788;	39;	89;	166;	122;	0;	42;	0
6937.714429644811;	170;	406;	0;	1091;	621;	37;	94;	161;	104;	0;	44;	0
6875.726949584484;	172;	408;	0;	1438;	810;	40;	102;	182;	158;	0;	48;	0
6891.250027445328;	172;	408;	0;	1377;	804;	40;	94;	182;	130;	0;	31;	0
6891.8652626424755;	172;	408;	0;	1643;	958;	40;	93;	188;	179;	0;	43;	0
6923.284564080775;	172;	403;	0;	1187;	667;	32;	78;	140;	129;	0;	52;	0
6914.565925842062;	172;	407;	0;	1572;	937;	33;	107;	190;	179;	0;	48;	0
6940.777535528228;	170;	406;	0;	1451;	843;	39;	106;	183;	166;	0;	48;	0
6913.036736576484;	172;	407;	0;	1574;	893;	35;	83;	177;	157;	0;	46;	0
6993.724939314057;	170;	407;	0;	1454;	846;	38;	99;	176;	159;	0;	43;	0
6958.31072436446;	170;	407;	0;	1315;	776;	38;	101;	175;	141;	0;	48;	0
6934.490654516961;	172;	408;	0;	1396;	800;	30;	84;	155;	156;	0;	54;	0
6875.546695653079;	172;	408;	0;	1306;	762;	39;	109;	177;	149;	0;	52;	0
6936.766391475343;	172;	408;	0;	1316;	762;	32;	92;	167;	137;	0;	43;	0
6903.146394661645;	172;	407;	0;	1359;	749;	33;	82;	150;	142;	0;	51;	0
6896.347897574299;	171;	408;	0;	1607;	931;	31;	96;	200;	153;	0;	39;	0
6943.61584205355;	172;	407;	0;	1420;	811;	41;	101;	201;	140;	0;	36;	0
6963.302746248452;	172;	407;	0;	1220;	693;	26;	87;	153;	117;	0;	44;	0
6903.777020509696;	172;	407;	0;	1166;	649;	56;	107;	159;	123;	0;	47;	0
6901.105219913448;	172;	408;	0;	1659;	952;	28;	82;	160;	158;	0;	33;	0
6933.800587469584;	172;	408;	0;	1353;	826;	44;	100;	174;	141;	0;	40;	0
7012.465003274655;	171;	408;	0;	1539;	897;	43;	100;	174;	165;	0;	41;	0
6917.523167710981;	172;	406;	0;	1522;	904;	31;	87;	190;	146;	0;	40;	0
6976.004124760916;	170;	407;	0;	1293;	754;	40;	89;	160;	148;	0;	59;	0
6931.869735559198;	171;	408;	0;	1680;	959;	36;	79;	164;	153;	0;	48;	0
6957.07307628617;	172;	406;	0;	1586;	938;	32;	89;	180;	145;	0;	43;	0
6900.362674900821;	172;	406;	0;	1412;	792;	34;	89;	171;	151;	0;	47;	0
6994.731968781049;	168;	406;	0;	1436;	834;	42;	100;	169;	146;	0;	42;	0
7017.668830757595;	172;	407;	0;	1287;	755;	33;	99;	163;	133;	0;	43;	0
6879.486058715723;	170;	407;	0;	1423;	802;	49;	96;	156;	148;	0;	43;	0
6955.704178786044;	170;	404;	0;	1203;	671;	40;	79;	143;	133;	0;	44;	0
6974.963752486219;	168;	403;	0;	1198;	671;	39;	84;	145;	140;	0;	46;	0
6968.987577830807;	172;	408;	0;	1435;	848;	42;	101;	179;	141;	0;	44;	0
6978.124802868112;	171;	407;	0;	1217;	702;	34;	77;	146;	150;	0;	45;	0
6946.517618159311;	170;	405;	0;	1409;	790;	40;	102;	183;	130;	0;	47;	0
6962.991385302178;	172;	407;	0;	1317;	741;	43;	88;	160;	128;	0;	44;	0
6936.499139608206;	172;	408;	0;	1658;	992;	25;	89;	196;	165;	0;	42;	0
6958.842836091453;	171;	406;	0;	1437;	831;	42;	98;	174;	161;	0;	46;	0
6883.6013161726505;	172;	406;	0;	1284;	740;	46;	105;	172;	138;	0;	42;	0
6897.126315385498;	172;	404;	0;	1171;	676;	43;	96;	149;	133;	0;	44;	0
6985.964245401097;	172;	408;	0;	1530;	916;	56;	97;	181;	184;	0;	42;	0
6962.728882950893;	172;	408;	0;	1324;	748;	36;	89;	159;	141;	0;	44;	0
6972.731965804894;	172;	408;	0;	1260;	720;	33;	76;	127;	161;	0;	49;	0
6925.668874497045;	172;	408;	0;	1309;	750;	38;	85;	162;	136;	0;	45;	0
6915.991479408765;	172;	407;	0;	1611;	941;	38;	97;	187;	152;	0;	32;	0
6951.902463915364;	170;	407;	0;	1438;	866;	45;	109;	194;	142;	0;	27;	0
6896.086486956472;	172;	407;	0;	1388;	803;	36;	91;	185;	160;	0;	51;	0
6961.909299631614;	168;	405;	0;	1163;	649;	39;	82;	137;	146;	0;	45;	0
6961.048639942351;	172;	408;	0;	1474;	876;	25;	83;	163;	146;	0;	40;	0
6907.4424645402705;	172;	408;	0;	1343;	782;	34;	93;	182;	137;	0;	44;	0
6954.172031191565;	172;	408;	0;	1633;	956;	44;	87;	176;	191;	0;	51;	0
6946.839591725561;	172;	408;	0;	1444;	850;	36;	77;	166;	146;	0;	44;	0
6897.395968248821;	172;	408;	0;	1268;	734;	38;	86;	152;	124;	0;	34;	0
6974.192038913278;	171;	406;	0;	1215;	699;	47;	96;	171;	123;	0;	43;	0
6935.15360276191;	170;	407;	0;	1354;	766;	31;	89;	174;	134;	0;	47;	0
6947.249042350062;	170;	407;	0;	1301;	734;	35;	82;	157;	156;	0;	56;	0
6981.653345221375;	172;	408;	0;	1595;	928;	42;	100;	195;	169;	0;	53;	0
6914.323111388357;	170;	405;	0;	1309;	764;	40;	93;	168;	141;	0;	34;	0
6951.094307267192;	172;	408;	0;	1265;	724;	42;	90;	164;	139;	0;	37;	0
6937.130348796127;	172;	407;	0;	1070;	587;	40;	79;	137;	129;	0;	44;	0
6921.030220507067;	172;	403;	0;	1233;	701;	39;	80;	144;	128;	0;	47;	0
6880.969190183184;	172;	403;	0;	1245;	727;	35;	90;	156;	133;	0;	34;	0
6912.619099874511;	171;	408;	0;	1626;	961;	36;	93;	182;	151;	0;	43;	0
6946.964974319343;	172;	407;	0;	1337;	769;	47;	100;	172;	128;	0;	35;	0
6925.578775722029;	172;	408;	0;	1437;	824;	47;	99;	172;	157;	0;	62;	0
6894.220509774531;	172;	407;	0;	1289;	727;	48;	99;	162;	125;	0;	42;	0
6980.6239376080475;	170;	405;	0;	1334;	770;	34;	77;	161;	127;	0;	45;	0
6966.147625005402;	172;	407;	0;	1251;	725;	47;	99;	178;	116;	0;	36;	0
6914.916993043749;	169;	407;	0;	1232;	713;	28;	78;	150;	118;	0;	36;	0
6884.095440467137;	172;	407;	0;	1591;	911;	43;	85;	170;	156;	0;	42;	0
6991.9341974266845;	170;	406;	0;	1316;	761;	40;	105;	177;	126;	0;	31;	0
6941.50435619903;	169;	405;	0;	1301;	755;	34;	99;	177;	149;	0;	43;	0
6948.395749829821;	172;	406;	0;	1280;	744;	39;	95;	175;	141;	0;	45;	0
6918.158050096212;	170;	406;	0;	1371;	803;	35;	88;	162;	152;	1;	39;	0
6879.285179124444;	172;	404;	0;	1085;	618;	53;	93;	159;	106;	1;	36;	0
6943.364954519937;	171;	407;	0;	1329;	772;	35;	101;	180;	133;	0;	42;	0
6979.659293376024;	172;	408;	0;	1607;	970;	36;	98;	208;	169;	0;	43;	0
6911.430212029595;	170;	406;	0;	1447;	827;	42;	92;	176;	160;	0;	41;	0
6886.6451167648875;	172;	407;	0;	1623;	951;	46;	96;	190;	164;	0;	42;	0
6912.102969163936;	170;	406;	0;	1333;	781;	34;	83;	157;	149;	0;	45;	0
6937.501893889217;	171;	406;	0;	1371;	805;	33;	81;	156;	150;	0;	45;	0
6969.224277148752;	172;	408;	0;	1519;	886;	30;	98;	187;	158;	0;	43;	0
6923.788073418448;	172;	407;	0;	1299;	731;	34;	91;	169;	121;	0;	40;	0
6884.385626304788;	172;	407;	0;	1427;	839;	37;	88;	193;	150;	0;	50;	0
6879.021721564742;	172;	406;	0;	1345;	798;	41;	101;	187;	127;	0;	38;	0
6916.859928896019;	172;	408;	0;	1290;	744;	40;	91;	176;	137;	0;	46;	0
6908.831940263122;	169;	406;	0;	1299;	734;	45;	110;	197;	107;	0;	30;	0
6895.795605190036;	170;	407;	0;	1383;	808;	32;	76;	148;	152;	0;	55;	0
6979.523617569568;	172;	406;	0;	1476;	872;	36;	88;	181;	158;	0;	45;	0
6957.254165611204;	169;	406;	0;	1177;	680;	43;	86;	145;	150;	0;	45;	0
6993.596839305759;	171;	406;	0;	1289;	737;	39;	81;	136;	157;	0;	46;	0
6912.09431848466;	172;	408;	0;	1688;	1018;	35;	107;	205;	168;	0;	54;	0
6905.374124290645;	172;	407;	0;	1487;	873;	45;	95;	183;	138;	0;	40;	0
6965.291961129728;	172;	408;	0;	1508;	862;	29;	88;	162;	153;	0;	40;	0
6891.3754654528475;	172;	408;	0;	1379;	784;	36;	88;	167;	145;	0;	45;	0
6922.560513713658;	172;	408;	0;	1532;	912;	42;	112;	202;	149;	0;	45;	0
6926.07397076832;	169;	407;	0;	1135;	659;	36;	89;	130;	143;	0;	46;	0
6903.862582646687;	172;	406;	0;	1410;	806;	33;	85;	167;	165;	1;	43;	1
6964.026805108094;	172;	408;	0;	1630;	962;	35;	97;	186;	172;	0;	50;	0
6930.7885760702675;	172;	407;	0;	1236;	713;	54;	111;	169;	155;	0;	47;	0
7008.808712589712;	172;	408;	0;	1705;	1002;	33;	84;	175;	163;	0;	41;	0
6908.492619756406;	170;	404;	0;	1102;	627;	38;	91;	155;	129;	0;	46;	0
6957.52960025218;	172;	406;	0;	1207;	722;	41;	86;	156;	138;	0;	56;	0
6963.0593758745135;	172;	408;	0;	1398;	818;	31;	78;	164;	140;	0;	50;	0
6912.802619372799;	171;	407;	0;	1406;	802;	46;	93;	169;	149;	0;	49;	0
6990.236948989033;	172;	407;	0;	1303;	789;	35;	85;	151;	141;	0;	47;	0
6928.14124259131;	172;	408;	0;	1497;	868;	39;	82;	176;	139;	0;	39;	0
6920.032088844744;	171;	407;	0;	1495;	888;	39;	92;	177;	166;	0;	36;	0
6915.191714031599;	172;	407;	0;	1362;	793;	45;	98;	179;	138;	0;	39;	0
